	prop.value	propLabel.value
5382	http://www.wikidata.org/entity/P5954	Museu Nacional ID
5383	http://www.wikidata.org/entity/P5961	depicted part
5384	http://www.wikidata.org/entity/P5969	RBF player ID
5385	http://www.wikidata.org/entity/P5981	Encyclopedia Virginia ID
5386	http://www.wikidata.org/entity/P5984	APNI ID
5387	http://www.wikidata.org/entity/P6003	Center for Biological Diversity ID
5388	http://www.wikidata.org/entity/P5988	Deezer show ID
5389	http://www.wikidata.org/entity/P5932	IGN TV series ID
5390	http://www.wikidata.org/entity/P5939	Middelnederlandsch Woordenboek GTB ID
5391	http://www.wikidata.org/entity/P5933	tweet ID
5392	http://www.wikidata.org/entity/P5946	SUCA code
5393	http://www.wikidata.org/entity/P5945	VicFlora ID
5394	http://www.wikidata.org/entity/P5952	Annuaire de la magistrature ID
5395	http://www.wikidata.org/entity/P5959	V.League ID (obsolete)
5396	http://www.wikidata.org/entity/P5964	Norwegian Nationaltheatret actor ID
5397	http://www.wikidata.org/entity/P5989	Indiancine.ma person ID
5398	http://www.wikidata.org/entity/P6004	Brasiliana Iconográfica ID
5399	http://www.wikidata.org/entity/P6018	SeaLifeBase ID
5400	http://www.wikidata.org/entity/P6072	subject sense
5401	http://www.wikidata.org/entity/P6116	chord progression
5402	http://www.wikidata.org/entity/P6030	ECOS ID
5403	http://www.wikidata.org/entity/P6048	New Zealand Birds Online ID
5404	http://www.wikidata.org/entity/P6050	OSF Online ID
5405	http://www.wikidata.org/entity/P6056	Red List of South African Plants ID
5406	http://www.wikidata.org/entity/P6058	Larousse ID
5407	http://www.wikidata.org/entity/P6068	DCMOTO identifier
5408	http://www.wikidata.org/entity/P6084	location of sense usage
5409	http://www.wikidata.org/entity/P6087	coach of sports team
5410	http://www.wikidata.org/entity/P6092	Map of Life ID
5411	http://www.wikidata.org/entity/P6103	Michigan Flora ID
5412	http://www.wikidata.org/entity/P6102	Schleswig-Holstein cultural heritage object ID
5413	http://www.wikidata.org/entity/P6117	Envanter.gov.tr Monument ID
5414	http://www.wikidata.org/entity/P6111	MusicNotes product ID
5415	http://www.wikidata.org/entity/P6122	MusicNotes song ID
5416	http://www.wikidata.org/entity/P6086	dramaturge
5417	http://www.wikidata.org/entity/P6033	CMS ID
5418	http://www.wikidata.org/entity/P6052	Cockroach Species File ID
5419	http://www.wikidata.org/entity/P6053	Coreoidea Species File ID
5420	http://www.wikidata.org/entity/P6045	Global Raptor Information Network ID
5421	http://www.wikidata.org/entity/P6041	John J. Audubon's Birds of America ID
5422	http://www.wikidata.org/entity/P6061	Plant Parasites of Europe ID
5423	http://www.wikidata.org/entity/P6065	Scoresway rugby person ID
5424	http://www.wikidata.org/entity/P6089	beer color
5425	http://www.wikidata.org/entity/P6095	INEP IGC discrete grade
5426	http://www.wikidata.org/entity/P6106	uses capitalization for
5427	http://www.wikidata.org/entity/P6120	Argentinean NCAA Airport code
5428	http://www.wikidata.org/entity/P6112	category for members of a team
5429	http://www.wikidata.org/entity/P6125	number of volunteers
5430	http://www.wikidata.org/entity/P6047	Neotropical Birds ID
5431	http://www.wikidata.org/entity/P6060	MoEML ID
5432	http://www.wikidata.org/entity/P6037	ProsopoMaths ID
5433	http://www.wikidata.org/entity/P6057	Systematic Catalog of Culicidae ID
5434	http://www.wikidata.org/entity/P6070	BirdLife International IBA ID
5435	http://www.wikidata.org/entity/P6071	Polish Olympic Committee athlete ID
5436	http://www.wikidata.org/entity/P6093	AfroMoths ID
5437	http://www.wikidata.org/entity/P6097	AllPowerlifting.com person ID
5438	http://www.wikidata.org/entity/P6104	maintained by WikiProject
5439	http://www.wikidata.org/entity/P6028	Hypericum MySpecies ID
5440	http://www.wikidata.org/entity/P6059	Biographie vosgienne ID
5441	http://www.wikidata.org/entity/P6042	Echinoid Directory ID
5442	http://www.wikidata.org/entity/P6046	MNHN taxon ID
5443	http://www.wikidata.org/entity/P6049	NOAA Fisheries Species Directory ID
5444	http://www.wikidata.org/entity/P6062	Scoresway baseball person ID
5445	http://www.wikidata.org/entity/P6076	biobased content weight percentage
5446	http://www.wikidata.org/entity/P6069	INEP IGC continuous score
5447	http://www.wikidata.org/entity/P6073	permeation
5448	http://www.wikidata.org/entity/P6083	Cineuropa person ID
5449	http://www.wikidata.org/entity/P6101	Mushroom Observer ID
5450	http://www.wikidata.org/entity/P6114	Portal to the Flora of Italy ID
5451	http://www.wikidata.org/entity/P6039	Australian Faunal Directory ID
5452	http://www.wikidata.org/entity/P6040	BirdLife Australia ID
5453	http://www.wikidata.org/entity/P6044	FEIS ID
5454	http://www.wikidata.org/entity/P6032	IGF entrant ID
5455	http://www.wikidata.org/entity/P6054	GT IBMA ID
5456	http://www.wikidata.org/entity/P6034	Plant Finder ID
5457	http://www.wikidata.org/entity/P6051	Sea Slug Forum ID
5458	http://www.wikidata.org/entity/P6067	ARD Mediathek ID
5459	http://www.wikidata.org/entity/P6094	FloraWeb ID
5460	http://www.wikidata.org/entity/P6124	Sotheby's person ID
5461	http://www.wikidata.org/entity/P6020	d'Art d'Art ! ID
5462	http://www.wikidata.org/entity/P6038	AFAS author ID
5463	http://www.wikidata.org/entity/P6035	C.V. Starr Virtual Herbarium ID
5464	http://www.wikidata.org/entity/P6024	Clé des langues ID
5465	http://www.wikidata.org/entity/P6023	ResearchGate contributions ID
5466	http://www.wikidata.org/entity/P6064	Scoresway ice hockey person ID
5467	http://www.wikidata.org/entity/P6066	Scoresway volleyball person ID
5468	http://www.wikidata.org/entity/P6079	Discogs track ID
5469	http://www.wikidata.org/entity/P6078	GameFAQs platform ID
5470	http://www.wikidata.org/entity/P6082	NYC Building Identification Number (BIN)
5471	http://www.wikidata.org/entity/P6090	Caselaw Access Project case ID
5472	http://www.wikidata.org/entity/P6118	season ends
5473	http://www.wikidata.org/entity/P6107	winterthur-glossar URL
5474	http://www.wikidata.org/entity/P6123	B3Kat dataset ID
5475	http://www.wikidata.org/entity/P6075	embodied energy
5476	http://www.wikidata.org/entity/P6022	expression, gesture or body pose
5477	http://www.wikidata.org/entity/P6021	Hymenoptera Online taxon ID
5478	http://www.wikidata.org/entity/P6019	Species at Risk public registry ID
5479	http://www.wikidata.org/entity/P6043	Espèces Envahissantes Outre-mer ID
5480	http://www.wikidata.org/entity/P6025	Oiseaux.net ID
5481	http://www.wikidata.org/entity/P6036	Wild Herps ID
5482	http://www.wikidata.org/entity/P6063	Scoresway basketball person ID
5483	http://www.wikidata.org/entity/P6080	Discogs composition ID
5484	http://www.wikidata.org/entity/P6081	RIA Novosti reference
5485	http://www.wikidata.org/entity/P6096	FLOW ID
5486	http://www.wikidata.org/entity/P6098	Info Flora ID
5487	http://www.wikidata.org/entity/P6110	AllMusic release ID
5488	http://www.wikidata.org/entity/P6119	Letterboxd actor ID
5489	http://www.wikidata.org/entity/P6113	Playbill venue ID
5490	http://www.wikidata.org/entity/P6055	Mantodea Species File ID
5491	http://www.wikidata.org/entity/P6077	British Museum bioID
5492	http://www.wikidata.org/entity/P6088	beer bitterness
5493	http://www.wikidata.org/entity/P6099	clinical trial phase
5494	http://www.wikidata.org/entity/P6091	MGG Online ID
5495	http://www.wikidata.org/entity/P6100	YÖK Academic Profile ID
5496	http://www.wikidata.org/entity/P6105	Observation.org ID
5497	http://www.wikidata.org/entity/P6109	Danish Football Union player ID
5498	http://www.wikidata.org/entity/P6115	Digital Flora of Central Africa ID
5499	http://www.wikidata.org/entity/P6108	IIIF manifest
5500	http://www.wikidata.org/entity/P6174	The World Academy of Sciences fellow ID
5501	http://www.wikidata.org/entity/P6153	research site
5502	http://www.wikidata.org/entity/P6141	À nos grands hommes ID
5503	http://www.wikidata.org/entity/P6140	DanNet 2.2 word ID
5504	http://www.wikidata.org/entity/P6142	Verspreidingsatlas.nl ID
5505	http://www.wikidata.org/entity/P6148	GLAMOS glacier ID
5506	http://www.wikidata.org/entity/P6149	running mate
5507	http://www.wikidata.org/entity/P6159	Atlas of Florida Plants ID
5508	http://www.wikidata.org/entity/P6163	NAS ID
5509	http://www.wikidata.org/entity/P6183	African Journals Online  journal ID
5510	http://www.wikidata.org/entity/P6188	BDFA player ID
5511	http://www.wikidata.org/entity/P6181	Disney A to Z ID
5512	http://www.wikidata.org/entity/P6192	Hembygdsportalen ID
5513	http://www.wikidata.org/entity/P6191	language style
5514	http://www.wikidata.org/entity/P6197	Badgames ID
5515	http://www.wikidata.org/entity/P6200	BBC News topic ID
5516	http://www.wikidata.org/entity/P6204	CNPJ
5517	http://www.wikidata.org/entity/P6195	funding scheme
5518	http://www.wikidata.org/entity/P6217	Genius album ID
5519	http://www.wikidata.org/entity/P6212	heat treating
5520	http://www.wikidata.org/entity/P6131	Soccerway team ID
5521	http://www.wikidata.org/entity/P6146	The Hendon Mob ID
5522	http://www.wikidata.org/entity/P6152	National Portrait Gallery (United States) object ID
5523	http://www.wikidata.org/entity/P6160	BoardGameGeek game publisher ID
5524	http://www.wikidata.org/entity/P6166	quotes work
5525	http://www.wikidata.org/entity/P6171	Académie d'Arles member ID
5526	http://www.wikidata.org/entity/P6173	Bitraga author ID
5527	http://www.wikidata.org/entity/P6224	level of description
5528	http://www.wikidata.org/entity/P6196	Badtaste ID
5529	http://www.wikidata.org/entity/P6202	Geolex ID
5530	http://www.wikidata.org/entity/P6199	member of the Portuguese parliament ID
5531	http://www.wikidata.org/entity/P6193	ratified by
5532	http://www.wikidata.org/entity/P6208	award rationale
5533	http://www.wikidata.org/entity/P6221	NooSFere story ID
5534	http://www.wikidata.org/entity/P6220	OpenTrials ID
5535	http://www.wikidata.org/entity/P6227	Flora of Wisconsin ID
5536	http://www.wikidata.org/entity/P6216	copyright status
5537	http://www.wikidata.org/entity/P6133	Siamzone film ID
5538	http://www.wikidata.org/entity/P6151	ANICA ID
5539	http://www.wikidata.org/entity/P6154	r-hockey.ru person ID
5540	http://www.wikidata.org/entity/P6157	Google News publication ID
5541	http://www.wikidata.org/entity/P6156	MNAV artist ID
5542	http://www.wikidata.org/entity/P6158	ALCA author ID
5543	http://www.wikidata.org/entity/P6175	Bitraga work ID
5544	http://www.wikidata.org/entity/P6165	Corpus typographique français ID
5545	http://www.wikidata.org/entity/P6170	System16 identifier
5546	http://www.wikidata.org/entity/P6209	SEINet ID
5547	http://www.wikidata.org/entity/P6213	UK Parliament identifier
5548	http://www.wikidata.org/entity/P6128	Threatened Species Link ID
5549	http://www.wikidata.org/entity/P6137	APA ID
5550	http://www.wikidata.org/entity/P6139	Virtual Guide to the Flora of Mongolia ID
5551	http://www.wikidata.org/entity/P6168	Bantu Lexical Reconstructions ID
5552	http://www.wikidata.org/entity/P6179	Dimensions Publication ID
5553	http://www.wikidata.org/entity/P6190	NSW State Archives and Records Authority Agency ID
5554	http://www.wikidata.org/entity/P6201	OBV editions ID
5555	http://www.wikidata.org/entity/P6211	BIBSYS work ID
5556	http://www.wikidata.org/entity/P6223	L'Encyclopédie philosophique ID
5557	http://www.wikidata.org/entity/P6155	Sotheby's Museum Network ID
5558	http://www.wikidata.org/entity/P6186	category for eponymous categories
5559	http://www.wikidata.org/entity/P6187	Lego set ID
5560	http://www.wikidata.org/entity/P6210	LIGA profile
5561	http://www.wikidata.org/entity/P6222	DIR3 ID
5562	http://www.wikidata.org/entity/P6127	Letterboxd film ID
5563	http://www.wikidata.org/entity/P6126	Santiebeati ID
5564	http://www.wikidata.org/entity/P6132	Playbill person ID
5565	http://www.wikidata.org/entity/P6144	ortsnamen.ch ID
5566	http://www.wikidata.org/entity/P6177	EUNIS ID for species
5567	http://www.wikidata.org/entity/P6161	Invasive Plant Atlas of the United States ID
5568	http://www.wikidata.org/entity/P6162	Luding game publisher ID
5569	http://www.wikidata.org/entity/P6172	Satakore game ID
5570	http://www.wikidata.org/entity/P6169	Welsh Book Trade Info ID
5571	http://www.wikidata.org/entity/P6194	Austrian Biographical Encylopedia ID
5572	http://www.wikidata.org/entity/P6182	GameFAQs company ID
5573	http://www.wikidata.org/entity/P6184	reference has role
5574	http://www.wikidata.org/entity/P6189	Sabinet journal ID
5575	http://www.wikidata.org/entity/P6185	tautomer of
5576	http://www.wikidata.org/entity/P6205	Defined Term ID
5577	http://www.wikidata.org/entity/P6206	Guida al Fumetto Italiano ID
5578	http://www.wikidata.org/entity/P6215	Vesti.kz person ID
5579	http://www.wikidata.org/entity/P6218	Genius song ID
5580	http://www.wikidata.org/entity/P6225	TrENSmissions person ID
5581	http://www.wikidata.org/entity/P6134	Thaifilm ID
5582	http://www.wikidata.org/entity/P6135	VD 18 ID
5583	http://www.wikidata.org/entity/P6138	Software Heritage identifier (SWHID)
5584	http://www.wikidata.org/entity/P6145	Academy Awards Database film ID
5585	http://www.wikidata.org/entity/P6143	BioOne journal ID
5586	http://www.wikidata.org/entity/P6147	World Poker Tour player ID
5587	http://www.wikidata.org/entity/P6178	Dimensions author ID
5588	http://www.wikidata.org/entity/P6198	Liga MX Femenil player ID
5589	http://www.wikidata.org/entity/P6226	ARLLFB member ID
5590	http://www.wikidata.org/entity/P6228	RegiowikiAT ID
5591	http://www.wikidata.org/entity/P6130	Littera ID
5592	http://www.wikidata.org/entity/P6136	Newseum newspaper front page ID
5593	http://www.wikidata.org/entity/P6150	Academy Awards Database nominee ID
5594	http://www.wikidata.org/entity/P6167	British Executions ID
5595	http://www.wikidata.org/entity/P6176	Cal-IPC ID
5596	http://www.wikidata.org/entity/P6164	Depósito Legal ID
5597	http://www.wikidata.org/entity/P6180	Dimensions Source ID
5598	http://www.wikidata.org/entity/P6214	Jewish Museum Berlin person ID
5599	http://www.wikidata.org/entity/P6219	TASS reference
5600	http://www.wikidata.org/entity/P6298	bgm.tv person ID
5601	http://www.wikidata.org/entity/P6296	bgm.tv character ID
5602	http://www.wikidata.org/entity/P6250	Apple Music music movie ID (American version)
5603	http://www.wikidata.org/entity/P6235	Académie royale de Belgique member ID
5604	http://www.wikidata.org/entity/P6259	epoch
5605	http://www.wikidata.org/entity/P6237	real estate developer
5606	http://www.wikidata.org/entity/P6269	API endpoint
5607	http://www.wikidata.org/entity/P6229	Discord Store game SKU
5608	http://www.wikidata.org/entity/P6242	Meteorological Service of Canada climate site ID
5609	http://www.wikidata.org/entity/P6254	subject lexeme
5610	http://www.wikidata.org/entity/P6256	SinemaTürk film ID
5611	http://www.wikidata.org/entity/P6274	concentration
5612	http://www.wikidata.org/entity/P6271	demonym of
5613	http://www.wikidata.org/entity/P6280	Berlin protected area ID
5614	http://www.wikidata.org/entity/P6284	NCpedia ID
5615	http://www.wikidata.org/entity/P6297	ACB.com coach ID
5616	http://www.wikidata.org/entity/P6306	AllMusic performance ID
5617	http://www.wikidata.org/entity/P6309	historical Répertoire national des associations identifier
5618	http://www.wikidata.org/entity/P6305	Wikimedia OTRS ticket number
5619	http://www.wikidata.org/entity/P6261	galactic latitude
5620	http://www.wikidata.org/entity/P6260	galactic longitude
5621	http://www.wikidata.org/entity/P6232	Danske Taler speaker ID
5622	http://www.wikidata.org/entity/P6243	digital representation of
5623	http://www.wikidata.org/entity/P6244	Volksbund ID
5624	http://www.wikidata.org/entity/P6263	MinDat mineral ID
5625	http://www.wikidata.org/entity/P6268	Danmarks svampeatlas ID
5626	http://www.wikidata.org/entity/P6304	researchportal.helsinki.fi profile ID
5627	http://www.wikidata.org/entity/P6320	Futsal Association of Russia player ID
5628	http://www.wikidata.org/entity/P6312	Russian Premier League staff ID
5629	http://www.wikidata.org/entity/P6272	specific rotation
5630	http://www.wikidata.org/entity/P6251	catchphrase
5631	http://www.wikidata.org/entity/P6231	BDELIS ID
5632	http://www.wikidata.org/entity/P6241	collection creator
5633	http://www.wikidata.org/entity/P6239	IEC commemorative monument of Catalonia ID
5634	http://www.wikidata.org/entity/P6252	BSRussia player ID
5635	http://www.wikidata.org/entity/P6248	Lego element ID
5636	http://www.wikidata.org/entity/P6267	Multiplayer ID
5637	http://www.wikidata.org/entity/P6282	French Academy of Sciences member ID
5638	http://www.wikidata.org/entity/P6279	ZVR-Number
5639	http://www.wikidata.org/entity/P6291	advertises
5640	http://www.wikidata.org/entity/P6283	MNopedia ID
5641	http://www.wikidata.org/entity/P6293	YSA ID
5642	http://www.wikidata.org/entity/P6310	Muséosphère work ID
5643	http://www.wikidata.org/entity/P6316	PlaymakerStats.com coach ID
5644	http://www.wikidata.org/entity/P6325	Critique d'art ID
5645	http://www.wikidata.org/entity/P6328	Politika topic ID
5646	http://www.wikidata.org/entity/P6238	Monument aux morts ID
5647	http://www.wikidata.org/entity/P6262	Fandom article ID
5648	http://www.wikidata.org/entity/P6245	PomBase systematic ID
5649	http://www.wikidata.org/entity/P6266	Garzanti Linguistica ID
5650	http://www.wikidata.org/entity/P6295	ARTIC artist ID
5651	http://www.wikidata.org/entity/P6287	ICCD ID - CF form
5652	http://www.wikidata.org/entity/P6286	ICCD ID - S form
5653	http://www.wikidata.org/entity/P6288	ICCD ID - CG form
5654	http://www.wikidata.org/entity/P6290	Penthouse ID
5655	http://www.wikidata.org/entity/P6313	Russian Premier League referee ID
5656	http://www.wikidata.org/entity/P6317	RusTeam player ID
5657	http://www.wikidata.org/entity/P6326	DVR Number
5658	http://www.wikidata.org/entity/P6258	declination
5659	http://www.wikidata.org/entity/P6253	Beachsoccer.ru player ID
5660	http://www.wikidata.org/entity/P6247	Lego design ID
5661	http://www.wikidata.org/entity/P6249	narrative age
5662	http://www.wikidata.org/entity/P6265	MinDat Locality ID
5663	http://www.wikidata.org/entity/P6275	copyright representative
5664	http://www.wikidata.org/entity/P6294	ARTIC exhibition ID
5665	http://www.wikidata.org/entity/P6292	Complete BBC Micro Games Archive ID
5666	http://www.wikidata.org/entity/P6300	Hymnary author ID
5667	http://www.wikidata.org/entity/P6303	Swedish Anbytarforum
5668	http://www.wikidata.org/entity/P6307	Wikibase Registry ID
5669	http://www.wikidata.org/entity/P6318	Crimean Football Union player ID
5670	http://www.wikidata.org/entity/P6331	England Football Online player profile
5671	http://www.wikidata.org/entity/P6329	Share-VDE author ID
5672	http://www.wikidata.org/entity/P6257	right ascension
5673	http://www.wikidata.org/entity/P6240	MMLO ID
5674	http://www.wikidata.org/entity/P6233	Place Names Register ID (Estonia)
5675	http://www.wikidata.org/entity/P6255	SinemaTürk person ID
5676	http://www.wikidata.org/entity/P6264	Harvard Index of Botanists ID
5677	http://www.wikidata.org/entity/P6276	Amazon Music artist ID
5678	http://www.wikidata.org/entity/P6277	Objectif Gard topic ID
5679	http://www.wikidata.org/entity/P6323	Centre Pompidou ID
5680	http://www.wikidata.org/entity/P6324	INE ID (Portugal)
5681	http://www.wikidata.org/entity/P6321	Teams.by player ID
5682	http://www.wikidata.org/entity/P6327	Goodreads character ID
5683	http://www.wikidata.org/entity/P6322	vehicle identification number
5684	http://www.wikidata.org/entity/P6234	Biographie nationale de Belgique ID
5685	http://www.wikidata.org/entity/P6246	Paris Musées work ID
5686	http://www.wikidata.org/entity/P6278	Epic Games Store ID
5687	http://www.wikidata.org/entity/P6281	IPPDH ID
5688	http://www.wikidata.org/entity/P6299	PC-9801 DB ID
5689	http://www.wikidata.org/entity/P6301	The Armory Show at 100 ID
5690	http://www.wikidata.org/entity/P6311	Pressball.by football (soccer) player ID
5691	http://www.wikidata.org/entity/P6330	England Football Online manager profile
5692	http://www.wikidata.org/entity/P6230	Bavarian protected area ID
5693	http://www.wikidata.org/entity/P6289	ODNR Division of Wildlife ID
5694	http://www.wikidata.org/entity/P6285	Weeds in Ontario ID
5695	http://www.wikidata.org/entity/P6302	Dictionnaire de spiritualité ID
5696	http://www.wikidata.org/entity/P6319	Italian Footballers' Association player ID
5697	http://www.wikidata.org/entity/P6315	PlaymakerStats.com referee ID
5698	http://www.wikidata.org/entity/P6308	Scoresway tennis person ID
5699	http://www.wikidata.org/entity/P6314	WorldFootball.net referee ID
5700	http://www.wikidata.org/entity/P6367	Bahamut Gamer's Community ACG Database ID
5701	http://www.wikidata.org/entity/P6395	Apple Books book ID (American version)
5702	http://www.wikidata.org/entity/P6426	RightsStatements.org statement according to source website
5703	http://www.wikidata.org/entity/P6375	street address
5704	http://www.wikidata.org/entity/P6338	colorist
5705	http://www.wikidata.org/entity/P6335	MDWS place ID
5706	http://www.wikidata.org/entity/P6356	IHOI work ID
5707	http://www.wikidata.org/entity/P6353	OSGS-Number
5708	http://www.wikidata.org/entity/P6364	official color or colors
5709	http://www.wikidata.org/entity/P6378	charter URL
5710	http://www.wikidata.org/entity/P6381	iTunes TV season ID
5711	http://www.wikidata.org/entity/P6370	REDIZO
5712	http://www.wikidata.org/entity/P6415	Football.Odessa.ua person ID
5713	http://www.wikidata.org/entity/P6420	Georgian National Filmography ID
5714	http://www.wikidata.org/entity/P6429	Hymnary hymnal ID
5715	http://www.wikidata.org/entity/P6423	MusicBrainz event ID
5716	http://www.wikidata.org/entity/P6334	Agence photo RMN package ID
5717	http://www.wikidata.org/entity/P6354	closest approach
5718	http://www.wikidata.org/entity/P6361	Genius song numeric ID
5719	http://www.wikidata.org/entity/P6408	COOL species ID
5720	http://www.wikidata.org/entity/P6405	Smarthistory ID
5721	http://www.wikidata.org/entity/P6434	Amsterdam code
5722	http://www.wikidata.org/entity/P6431	Hymnary tune ID
5723	http://www.wikidata.org/entity/P6427	trading name
5724	http://www.wikidata.org/entity/P6332	Panorama de l'art ID
5725	http://www.wikidata.org/entity/P6336	JKT48 member ID
5726	http://www.wikidata.org/entity/P6355	MNAM artwork ID
5727	http://www.wikidata.org/entity/P6371	Archives of Maryland Biographical Series ID
5728	http://www.wikidata.org/entity/P6368	Media Arts Database anime ID (former scheme)
5729	http://www.wikidata.org/entity/P6366	Microsoft Academic ID
5730	http://www.wikidata.org/entity/P6387	RBU person ID
5731	http://www.wikidata.org/entity/P6394	ELNET ID
5732	http://www.wikidata.org/entity/P6400	Skimap area ID
5733	http://www.wikidata.org/entity/P6412	Gran Enciclopèdia de la Música ID
5734	http://www.wikidata.org/entity/P6413	JORFSearch organization ID
5735	http://www.wikidata.org/entity/P6410	LevskiSofia.info coach ID
5736	http://www.wikidata.org/entity/P6421	infosport.ru person ID
5737	http://www.wikidata.org/entity/P6425	LGD local body code
5738	http://www.wikidata.org/entity/P6437	day of regular release
5739	http://www.wikidata.org/entity/P6438	Euler characteristic
5740	http://www.wikidata.org/entity/P6333	title of broader work
5741	http://www.wikidata.org/entity/P6337	PCGamingWiki ID
5742	http://www.wikidata.org/entity/P6359	Crew United title ID
5743	http://www.wikidata.org/entity/P6360	Genius album numeric ID
5744	http://www.wikidata.org/entity/P6363	WordLift URL
5745	http://www.wikidata.org/entity/P6385	Krugosvet article
5746	http://www.wikidata.org/entity/P6389	Skiresort.info ID
5747	http://www.wikidata.org/entity/P6391	U-DISE code
5748	http://www.wikidata.org/entity/P6399	Romanian Soccer player ID
5749	http://www.wikidata.org/entity/P6403	TheatreOnline ID
5750	http://www.wikidata.org/entity/P6419	GEOFON earthquake ID
5751	http://www.wikidata.org/entity/P6417	Homosaurus ID
5752	http://www.wikidata.org/entity/P6404	Treccani's Dizionario di Storia ID
5753	http://www.wikidata.org/entity/P6432	Alexander–Briggs notation
5754	http://www.wikidata.org/entity/P6436	Code of Natura 2000/FFH habitat
5755	http://www.wikidata.org/entity/P6422	ManualsLib brand ID
5756	http://www.wikidata.org/entity/P6343	urban population
5757	http://www.wikidata.org/entity/P6351	Genius artist numeric ID
5758	http://www.wikidata.org/entity/P6344	rural population
5759	http://www.wikidata.org/entity/P6386	biathlon.com.ua person ID
5760	http://www.wikidata.org/entity/P6383	TV Spielfilm film ID
5761	http://www.wikidata.org/entity/P6411	LevskiSofia.info player ID
5762	http://www.wikidata.org/entity/P6416	sport-strana.ru article ID
5763	http://www.wikidata.org/entity/P6350	Doctrine ID
5764	http://www.wikidata.org/entity/P6349	Lace bugs database ID
5765	http://www.wikidata.org/entity/P6362	Litchfield Ledger ID
5766	http://www.wikidata.org/entity/P6346	statutory purpose
5767	http://www.wikidata.org/entity/P6390	Education Institution Identification Number
5768	http://www.wikidata.org/entity/P6382	Hungarian public thesaurus ID
5769	http://www.wikidata.org/entity/P6373	Online Catalog of Biblioteca Nacional de Portugal ID
5770	http://www.wikidata.org/entity/P6402	Gault et Millau ID
5771	http://www.wikidata.org/entity/P6409	CORE ID
5772	http://www.wikidata.org/entity/P6414	DIZIE ID
5773	http://www.wikidata.org/entity/P6406	vodnimlyny.cz ID
5774	http://www.wikidata.org/entity/P6433	Global Species ID
5775	http://www.wikidata.org/entity/P6339	reports periodicity
5776	http://www.wikidata.org/entity/P6340	Uppsala General Catalogue ID
5777	http://www.wikidata.org/entity/P6352	OLAC video game genre vocabulary ID
5778	http://www.wikidata.org/entity/P6379	has works in the collection
5779	http://www.wikidata.org/entity/P6358	Musée Picasso artwork ID
5780	http://www.wikidata.org/entity/P6377	VectorBase taxonomy ID
5781	http://www.wikidata.org/entity/P6384	Viperson ID
5782	http://www.wikidata.org/entity/P6392	AISHE code
5783	http://www.wikidata.org/entity/P6398	iTunes movie ID
5784	http://www.wikidata.org/entity/P6418	funk channel ID
5785	http://www.wikidata.org/entity/P6407	World Cube Association ID
5786	http://www.wikidata.org/entity/P6424	affiliation string
5787	http://www.wikidata.org/entity/P6342	Dictionnaire des Wallons ID
5788	http://www.wikidata.org/entity/P6341	IFPNI species ID
5789	http://www.wikidata.org/entity/P6348	Hymnary text ID
5790	http://www.wikidata.org/entity/P6347	The White-files species ID
5791	http://www.wikidata.org/entity/P6357	Conférence du stage secretary ID
5792	http://www.wikidata.org/entity/P6365	member category
5793	http://www.wikidata.org/entity/P6369	Media Arts Database manga ID (former scheme)
5794	http://www.wikidata.org/entity/P6372	Interpol WOA artwork ID (OBSOLETE)
5795	http://www.wikidata.org/entity/P6374	MAMVP artwork ID
5796	http://www.wikidata.org/entity/P6376	Psyl'list species ID
5797	http://www.wikidata.org/entity/P6388	sportufo.ru person ID
5798	http://www.wikidata.org/entity/P6401	sports.md athlete ID
5799	http://www.wikidata.org/entity/P6430	Hymnary instance ID
5800	http://www.wikidata.org/entity/P6442	Douban book version/edition ID
5801	http://www.wikidata.org/entity/P6441	Douban author ID
5802	http://www.wikidata.org/entity/P6447	Douban Read author ID
5803	http://www.wikidata.org/entity/P6449	Douban site name
5804	http://www.wikidata.org/entity/P6450	Douban username
5805	http://www.wikidata.org/entity/P6486	Pacific Coast Architecture Database building ID
5806	http://www.wikidata.org/entity/P6491	Board Game Atlas ID
5807	http://www.wikidata.org/entity/P6492	BVPH authority ID
5808	http://www.wikidata.org/entity/P6498	illiterate population
5809	http://www.wikidata.org/entity/P6529	provisional house number in the Czech Republic
5810	http://www.wikidata.org/entity/P6540	multi-channel network
5811	http://www.wikidata.org/entity/P6444	Douban game ID
5812	http://www.wikidata.org/entity/P6463	Rock's Backpages publication ID
5813	http://www.wikidata.org/entity/P6451	Zhihu username
5814	http://www.wikidata.org/entity/P6465	Democracy Club candidate ID
5815	http://www.wikidata.org/entity/P6468	ISA ID
5816	http://www.wikidata.org/entity/P6464	Mtime people ID
5817	http://www.wikidata.org/entity/P6475	CABB player ID
5818	http://www.wikidata.org/entity/P6470	DALFAN ID
5819	http://www.wikidata.org/entity/P6471	Den Digitale Byport ID
5820	http://www.wikidata.org/entity/P6477	does not have quality
5821	http://www.wikidata.org/entity/P6473	NMSRCP reference number
5822	http://www.wikidata.org/entity/P6520	Lokalhistoriewiki.no ID
5823	http://www.wikidata.org/entity/P6516	ScaleNet ID
5824	http://www.wikidata.org/entity/P6507	taxon author citation
5825	http://www.wikidata.org/entity/P6535	BHL part ID
5826	http://www.wikidata.org/entity/P6537	Yandex Music genre ID
5827	http://www.wikidata.org/entity/P6454	Bilibili tag ID
5828	http://www.wikidata.org/entity/P6458	Mtime movie ID
5829	http://www.wikidata.org/entity/P6462	Rock's Backpages author ID
